Date,Open,High,Low,Close,Volume
1/31/2011 15:30:00,4633.3,4700.6,4593.9,4689.8,0
02-01-2011 15:30,4705.8,4723.95,4598.1,4629.25,0
02-02-2011 15:30,4643.65,4672.3,4603.25,4630.2,0
02-03-2011 15:30,4618.95,4662.35,4605.4,4640.9,0
02-04-2011 15:30,4637.85,4679.55,4557.1,4573.25,0
02-07-2011 15:30,4550.4,4558.6,4490,4500.2,0
02-08-2011 15:30,4541.7,4541.7,4411.45,4427.6,0
02-09-2011 15:30,4422.9,4466.6,4354.7,4373.25,0
02-10-2011 15:30,4358.45,4419.5,4356.8,4393.4,0
02-11-2011 15:30,4387.8,4437.45,4367.85,4428.7,0
2/14/2011 15:30:00,4436.65,4525.25,4432.35,4515.2,0
2/15/2011 15:30:00,4520.95,4553.25,4449.55,4498.35,0
2/16/2011 15:30:00,4485.7,4552.2,4433.25,4451.35,0
2/17/2011 15:30:00,4458.75,4500.85,4437.6,4477.45,0
2/18/2011 15:30:00,4479.85,4518.1,4456.95,4463.25,0
2/21/2011 15:30:00,4460.6,4507.4,4427,4497.3,0
2/22/2011 15:30:00,4489.45,4489.45,4432.65,4458.95,0
2/23/2011 15:30:00,4459.85,4472.7,4418.95,4426.4,0
2/24/2011 15:30:00,4412.9,4422.9,4274.25,4300.25,0
2/25/2011 15:30:00,4337.3,4368.8,4300.8,4328.1,0
2/28/2011 15:30:00,4338.45,4404.75,4317.8,4331.05,0
03-01-2011 15:30,4334.6,4481.55,4334.6,4473.65,0
03-03-2011 15:30,4458.9,4485.55,4425,4456.4,0
03-04-2011 15:30,4481.85,4499.7,4438.1,4446.75,0
03-07-2011 15:30,4433.65,4438.4,4375.35,4427.35,0
03-08-2011 15:30,4440.95,4472.25,4432.45,4447.2,0
03-09-2011 15:30,4451.75,4466.85,4394.3,4425.05,0
03-10-2011 15:30,4424.2,4424.2,4386.25,4395.65,0
03-11-2011 15:30,4384.9,4429.35,4345.2,4386.85,0
3/14/2011 15:30:00,4381,4428.75,4364.7,4419.85,0
3/15/2011 15:30:00,4379.95,4401.1,4307.3,4346.2,0
3/16/2011 15:30:00,4359.45,4426,4359.45,4408.95,0
3/17/2011 15:30:00,4377.85,4417.95,4363.65,4385.5,0
3/18/2011 15:30:00,4405.8,4417.05,4331.15,4340,0
3/21/2011 15:30:00,4352.4,4368.05,4336.35,4344.8,0
3/22/2011 15:30:00,4347.2,4397.65,4347.2,4389.75,0
3/23/2011 15:30:00,4396.9,4473.85,4393.55,4462.3,0
3/24/2011 15:30:00,4469.25,4495.5,4454.45,4463.05,0
3/25/2011 15:30:00,4501.55,4501.55,4468.55,4480.4,0
3/28/2011 15:30:00,4477.6,4500.3,4426.85,4441.45,0
3/29/2011 15:30:00,4433.4,4481.45,4422.35,4469.3,0
3/30/2011 15:30:00,4491.3,4568,4490.75,4561,0
3/31/2011 15:30:00,4569.25,4591.85,4503.65,4535.85,0
04-01-2011 15:30,4541.5,4564.35,4524.95,4550.95,0
04-04-2011 15:30,4573.45,4580.55,4552.15,4570.45,0
04-05-2011 15:30,4583.5,4602.65,4558,4590.8,0
04-06-2011 15:30,4588.75,4606.6,4567.4,4577.1,0
04-07-2011 15:30,4581.8,4600.05,4575.8,4583.6,0
04-08-2011 15:30,4592.2,4611.7,4571.2,4587.95,0
04-11-2011 15:30,4608.25,4618.25,4575.35,4588.2,0
4/13/2011 15:30:00,4589.75,4626.55,4555.25,4619,0
4/15/2011 15:30:00,4621.15,4623,4577.7,4593.8,0
4/18/2011 15:30:00,4597.85,4628.8,4540.75,4563.95,0
4/19/2011 15:30:00,4555.25,4567.25,4526.6,4546.5,0
4/20/2011 15:30:00,4560.65,4624.9,4548.2,4619,0
4/21/2011 15:30:00,4622.95,4643.1,4598.9,4610.3,0
4/25/2011 15:30:00,4613.2,4632.8,4603.9,4619.55,0
4/26/2011 15:30:00,4622.6,4654.3,4567.3,4640.95,0
4/27/2011 15:30:00,4640.2,4663.45,4631.05,4654.9,0
4/28/2011 15:30:00,4649.6,4674,4624.35,4647.55,0
4/29/2011 15:30:00,4662.7,4701.45,4656.75,4685.55,0
05-02-2011 15:30,4711.55,4750.45,4699.95,4712.7,0
05-03-2011 15:30,4701.35,4732.6,4629.85,4642.55,0
05-04-2011 15:30,4642.1,4642.1,4558.9,4590.95,0
05-05-2011 15:30,4560.15,4579.8,4488.8,4506.25,0
05-06-2011 15:30,4498.35,4553.3,4492.9,4545.6,0
05-09-2011 15:30,4551.1,4551.1,4500.85,4532,0
05-10-2011 15:30,4532.6,4549.65,4501.2,4522.85,0
05-11-2011 15:30,4520.25,4550.45,4506.8,4542.2,0
05-12-2011 15:30,4517.7,4579.8,4502.75,4544.85,0
5/13/2011 15:30:00,4545.95,4645.15,4519.9,4607.55,0
5/16/2011 15:30:00,4608.35,4682.9,4608.35,4660.05,0
5/17/2011 15:30:00,4663.2,4682.6,4633.35,4648.05,0
5/18/2011 15:30:00,4654.85,4667.5,4572.65,4584.9,0
5/19/2011 15:30:00,4593.65,4598.6,4551.05,4563.8,0
5/20/2011 15:30:00,4571.6,4646.35,4557.2,4619.8,0
5/23/2011 15:30:00,4610.45,4616.7,4520.7,4541.5,0
5/24/2011 15:30:00,4552.15,4572.1,4541.8,4561.85,0
5/25/2011 15:30:00,4557.8,4584.2,4539,4567,0
5/26/2011 15:30:00,4573.95,4625.65,4557.1,4604.85,0
5/27/2011 15:30:00,4600.95,4646.7,4600.95,4632.1,0
5/30/2011 15:30:00,4647.2,4747.3,4647.2,4736.7,0
5/31/2011 15:30:00,4755.15,4828.25,4755.15,4822.75,0
06-01-2011 15:30,4810.8,4827.4,4781.95,4805.65,0
06-02-2011 15:30,4783.65,4853.5,4765.05,4806.95,0
06-03-2011 15:30,4807.8,4831.7,4749.35,4759.4,0
06-06-2011 15:30,4757,4810.55,4754.85,4807.3,0
06-07-2011 15:30,4797.35,4857.65,4797.35,4850.3,0
06-08-2011 15:30,4848.45,4853.85,4787.55,4795.1,0
06-09-2011 15:30,4804.05,4806.45,4757.8,4773.75,0
06-10-2011 15:30,4783.25,4805.85,4755,4772.65,0
6/13/2011 15:30:00,4756.6,4796.85,4746.15,4790.45,0
6/14/2011 15:30:00,4794.45,4845.05,4794.45,4822.55,0
6/15/2011 15:30:00,4810.85,4847.4,4808.4,4820.6,0
6/16/2011 15:30:00,4792.25,4840.2,4792.25,4819.7,0
6/17/2011 15:30:00,4803.6,4840.5,4741.15,4754.5,0
6/20/2011 15:30:00,4758.95,4793.05,4598.4,4654.4,0
6/21/2011 15:30:00,4661.1,4713.1,4653.8,4686.9,0
6/22/2011 15:30:00,4709.05,4725.5,4669.35,4691.65,0
6/23/2011 15:30:00,4675.95,4680.85,4623.1,4660.65,0
6/24/2011 15:30:00,4671,4729.25,4657.7,4720.5,0
6/27/2011 15:30:00,4712.8,4784.1,4697.6,4765.7,0
6/28/2011 15:30:00,4783.05,4820,4768.2,4795.15,0
6/29/2011 15:30:00,4801.9,4836.75,4801.9,4828.2,0
6/30/2011 15:30:00,4826.2,4855.45,4776.3,4817,0
07-01-2011 15:30,4838.1,4868.8,4781.35,4796.25,0
07-04-2011 15:30,4816.05,4837.25,4810.2,4828.2,0
07-05-2011 15:30,4831.75,4837.35,4808.55,4821.95,0
07-06-2011 15:30,4826.2,4838.75,4787.2,4795.6,0
07-07-2011 15:30,4798.45,4894.2,4798.4,4885.5,0
07-08-2011 15:30,4897.4,4910.35,4840.15,4850.3,0
07-11-2011 15:30,4853.7,4873,4829.65,4841.15,0
07-12-2011 15:30,4818.25,4854.4,4778.5,4818.8,0
7/13/2011 15:30:00,4846.75,4901.35,4846.75,4889.6,0
7/14/2011 15:30:00,4884.25,4960.4,4870.85,4934.75,0
7/15/2011 15:30:00,4932.65,4951.1,4899.4,4922.3,0
7/18/2011 15:30:00,4914.85,4924.55,4860.5,4868.45,0
7/19/2011 15:30:00,4878.5,4912.45,4871.5,4907.45,0
7/20/2011 15:30:00,4926.65,4938.95,4814.75,4826.9,0
7/21/2011 15:30:00,4804,4819.55,4773.2,4786.35,0
7/22/2011 15:30:00,4812.45,4867.15,4811.45,4850,0
7/25/2011 15:30:00,4843.35,4914.15,4823.5,4905.45,0
7/26/2011 15:30:00,4915.6,4949.2,4852.15,4869.4,0
7/27/2011 15:30:00,4868.05,4904.1,4844.7,4861.65,0
7/28/2011 15:30:00,4843.5,4889.35,4811.2,4877.1,0
7/29/2011 15:30:00,4873.65,4893.2,4844.1,4848.45,0
08-01-2011 15:30,4859.5,4900.3,4859.5,4881.7,0
08-02-2011 15:30,4872.75,4906.75,4860.1,4892.2,0
08-03-2011 15:30,4868.7,4868.7,4830.85,4841.5,0
08-04-2011 15:30,4836.7,4848.95,4757.6,4764.75,0
08-05-2011 15:30,4694.15,4723.05,4633,4710.75,0
08-08-2011 15:30,4653.9,4713.45,4603.8,4684.2,0
08-09-2011 15:30,4570.85,4600.4,4521.2,4543.65,0
08-10-2011 15:30,4591.1,4605.7,4556.65,4597.6,0
08-11-2011 15:30,4576.5,4653.4,4570.4,4581,0
08-12-2011 15:30,4606.8,4617.55,4550.05,4555.05,0
8/16/2011 15:30:00,4575.75,4601.65,4494.8,4523.2,0
8/17/2011 15:30:00,4527.85,4580.7,4510.95,4545.6,0
8/19/2011 15:30:00,4429.85,4469.7,4366.95,4418.95,0
8/22/2011 15:30:00,4416.1,4476.3,4377.3,4469.95,0
8/23/2011 15:30:00,4485.4,4504,4425.75,4448.95,0
8/24/2011 15:30:00,4447.9,4500.1,4429.6,4441.3,0
8/25/2011 15:30:00,4476.4,4487.95,4439.95,4452.6,0
8/26/2011 15:30:00,4458,4501.45,4374.15,4412.2,0
8/29/2011 15:30:00,4420.35,4490.2,4420.35,4445.8,0
8/30/2011 15:30:00,4457.1,4532.85,4441.8,4524.3,0
09-02-2011 15:30,4596.6,4615.85,4569.85,4587.95,0
09-05-2011 15:30,4577.9,4584.1,4536.35,4556.95,0
09-06-2011 15:30,4551.9,4562.25,4521.5,4545.95,0
09-07-2011 15:30,4557.45,4571.35,4540.35,4558.15,0
09-08-2011 15:30,4560.55,4618.05,4560.55,4592.9,0
09-09-2011 15:30,4601.5,4625.3,4540.5,4551.25,0
09-12-2011 15:30,4531.1,4538.15,4466.1,4530.35,0
9/13/2011 15:30:00,4539.05,4602.6,4492.35,4504.3,0
9/14/2011 15:30:00,4526.35,4556.5,4493.8,4528.8,0
9/15/2011 15:30:00,4553.45,4558.95,4503,4543.85,0
9/16/2011 15:30:00,4545.35,4580.2,4533.1,4567.25,0
